id,word,meaning_en,meaning_kr,english_form,eng_def,sentence_kr,sentence_en,level,level_label,dict_level,pos,dict_pos,has_entry
7139,퇴직금,Retirement grants,직장을 그만두는 사람에게 일하던 곳에서 주는 돈.,severance pay; retirement allowance ,The money that an employer gives to a person who resigns from a job.,민준이는 퇴직금을 한 푼도 못 받고 직장에서 쫓겨났다.,,C,Advanced,고급,1,명사,1
7153,환갑,one’s 60th anniversary,사람이 태어난 지 만 육십 년이 되는 예순 번째 생일.,age 60; 60th birthday,The 60th birthday of a person.,할머니는 환갑이 넘은 연세에도 아가씨처럼 옷을 입으신다.,,B,Intermediate,고급,1,명사,1
7158,가만있다,Remain still or  motionless,말을 하거나 몸을 움직이지 않고 조용히 있다.,keep quiet; remain still,To remain quiet without saying a word or moving one's body.,평소에 말이 많은 유민이가 대화에 참여하지 않고 가만있는 게 이상했다.,,C,Advanced,중급,2,동사,1
7160,간편하다,Simplicity or  convenience,간단하고 편리하다.,simple and comfortable,"Simple, easy, handy, and comfortable.",그는 산책을 하려고 간편한 옷차림으로 집을 나섰다.,,C,Advanced,중급,4,형용사,1
7161,감동적,Sensational,강하게 느껴 마음이 움직이는 것.,moving; touching; stirring,A moving of the heart or spirit due to strong feelings.,그 영화는 예술가의 삶을 감동적으로 그려 관객들을 울고 웃게 만들었다.,,C,Advanced,중급,1,명사,1
7167,건너오다,To come across to this side of something,"강이나 다리, 도로 등을 사이에 두고 저쪽에서 이쪽으로 오다.",come across,"To come across a river, bridge, road, etc., from one place to another.",지수는 배를 타고 강을 건너왔다.,,B,Intermediate,,2,동사,1
7182,관광지,Tourist area,"경치가 뛰어나거나 유적지, 온천 등이 있어 관광할 만한 곳.",tourist attraction,"A place worthy of traveling to due to its great scenery, historical sites, hot springs, etc.",이곳은 휴양 시설이 잘 갖춰져 있어 사람들이 신혼여행으로 많이 찾는 관광지이다.,,B,Intermediate,초급,1,명사,1
7185,교복,School uniform,각 학교에서 학생들이 입도록 특별히 정한 옷.,school uniform,Clothing specially chosen for students to wear at school.,동생은 고등학교 입학을 앞두고 교복을 새로 맞추었다.,,C,Advanced,중급,1,명사,1
7186,교포,A Korean living abroad,다른 나라에 살고 있는 동포.,overseas Korean,A Korean living abroad.,민준이는 재일 교포 이 세로 일본에서 사업을 활발하게 하고 있다.,,B,Intermediate,중급,1,명사,1
7188,귀가하다,To return home,집으로 돌아가거나 돌아오다.,come home; go home,To go or come back home.,여행을 떠나신 부모님께서는 일주일 후에 귀가하실 예정이다.,,C,Advanced,,2,동사,1
7201,날아다니다,Fly about,여기저기 날아서 다니다.,fly about,To fly about from place to place. ,벌들이 꿀을 찾아 꽃 사이를 분주하게 날아다닌다.,,C,Advanced,중급,2,동사,1
7225,마음씨,"Disposition, nature",마음을 쓰는 태도.,temper,One's disposition and the way in which one expresses one's feelings and heart.,마음씨가 착한 농부는 다친 새를 치료해 주었다.,,C,Advanced,중급,1,명사,1
7226,만,"Just, full",시간이 얼마 동안 지났음을 나타내는 말.,man,A bound noun used to indicate that some time has passed.,그는 유학을 떠난 지 오 년 만에 한국으로 돌아왔다.,,B,Intermediate,,6,의존 명사,1
7231,메모,Memo,잊지 않거나 다른 사람에게 전하기 위해 어떤 내용을 간단하게 글로 적음. 또는 그렇게 적은 글.,memo,"The act of writing down in simple words something that one should not forget or deliver to another person, or such a writing.",김 과장은 회의의 내용을 수첩에 메모로 남겼다.,,B,Intermediate,초급,1,명사,1
7234,몇십,In the tens,,,,,,B,Intermediate,,6,,0
7238,몸매,one’s figure,몸의 전체적인 모양새.,body figure; body shape,The way one's body looks or appears. ,그 사람은 얼굴은 평범하지만 몸매가 무척 아름답다.,,C,Advanced,중급,1,명사,1
7239,몸무게,Body weight,몸의 무게.,weight,The weight of one's body.,아내는 아이를 가지고 나서 몸무게가 십 킬로가 늘었다.,,B,Intermediate,중급,1,명사,1
7240,무관심,"Indifference, unconcern",흥미나 관심이 없음.,indifference; disinterest,An act of showing no interest or paying no attention. ,입시 위주의 과학 교육은 과학 기술에 대한 대중의 무관심을 낳았다.,,C,Advanced,중급,1,명사,1
7246,반짝이다,"Shine, glitter",작은 빛이 잠깐 나타났다가 사라지다. 또는 그렇게 되게 하다.,twinkle; glitter; shine,For small lights to appear briefly and disappear; or to make this happen. ,지수를 보는 아이의 동그랗고 까만 눈이 반짝였다.,,C,Advanced,중급,2,동사,1
7249,배달,Delivery,"우편물이나 물건, 음식 등을 가져다 줌.",delivery,"The act of delivering mail, goods, food, etc.",그 직원은 지금 배달을 나가고 없다.,,B,Intermediate,초급,1,명사,1
7250,번역,Translation,말이나 글을 다른 언어의 말이나 글로 바꾸어 옮김.,translation,The act of translating speech or writing into a foreign language.,지수는 한시 번역 일을 한다.,,B,Intermediate,중급,1,명사,1
7256,부인,Wife,(높이는 말로) 다른 사람의 아내.,wife,(polite form) Another man's wife. ,송년회에 부인도 같이 오실 거죠?,,C,Advanced,초급,1,명사,1
7258,분주하다,"Be busy,crowded",몹시 바쁘게 뛰어다니다.,rush about; hustle about,To run about very busily.,과장님이 급하다고 재촉하는 바람에 분주하다가 넘어졌다.,,C,Advanced,,4,동사,1
7262,비닐봉지,Plastic bag,비닐로 만든 봉지.,plastic bag,A bag made of vinyl. ,어머니는 장을 보실 때 비닐봉지 대신 장바구니를 쓰신다.,,B,Intermediate,,1,명사,1
7264,비판적,Critical,무엇에 대해 자세히 따져 옳고 그름을 밝히거나 잘못된 점을 지적하는 것.,being critical,"An attitude of examining something closely and making a judgment between right and wrong, or pointing out the wrong.",그 애는 항상 모든 일에 비판적이다.,,C,Advanced,중급,1,명사,1
7266,뺏다,Straight,다른 사람이 가진 것을 강제로 없애거나 자기 것으로 하다.,snatch; deprive; strip,To eliminate or take someone's thing by force.,민준이의 여자 친구를 뺏은 사람은 그의 가장 친한 친구였다.,,C,Advanced,중급,2,동사,1
7270,사전,Dictionary,일이 일어나기 전. 또는 일을 시작하기 전.,being prior; being beforehand; being preliminary,"A time before a certain thing happens, or before one starts doing something. ",독감이 유행할 때에는 예방 주사를 맞아 사전에 예방하는 것이 좋다.,,A,Beginner,중급,1,명사,1
7274,서랍,A drawer,"책상이나 옷장 등에 끼웠다 뺐다 하게 만든, 물건을 담는 상자.",drawer,"A box that keeps objects made to slide in and out of a desk, closet, etc.",유민이는 노트와 볼펜을 책상 서랍에 보관했다.,,B,Intermediate,초급,1,명사,1
7278,소나기,A sudden rain shower,갑자기 세게 내리다가 곧 그치는 비.,shower,"Rain that pours down violently and suddenly, and then lets up soon.",소나기가 메마른 들판을 적셔 주었다.,,B,Intermediate,중급,1,명사,1
7280,소중히,"seriously,with care",매우 귀중하게.,valuably,Very preciously.,유민이는 지수에게서 받은 선물을 소중히 간직하고 있다.,,C,Advanced,중급,3,부사,1
7281,손잡이,"A handle,knob",어떤 물건을 손으로 잡기 쉽게 만들어 붙인 부분.,handle; grip,The part attached to an object that enables a person to hold it easily.,우리 오빠의 책상 서랍은 손잡이가 빠져서 열기 힘들었다.,,B,Intermediate,중급,1,명사,1
7283,수도꼭지,"A faucet,tap",수돗물을 나오게 하거나 멈추게 하는 장치.,faucet,A device that controls the flow of tap water by turning it on and off.,욕실의 수도꼭지에서 물이 새고 있습니다.,,C,Advanced,중급,1,명사,1
7291,실례,"rudeness,impolite",말이나 행동이 예의에 벗어남. 또는 그런 말이나 행동.,rudeness; impoliteness,"One's remark or behavior breaching etiquette, or such a remark or behavior.",나는 오늘 처음 만난 그녀에게 괜히 친한 척을 하다 그만 실례를 범하고 말았다.,,A,Beginner,초급,1,명사,1
7292,싸구려,"cheap,inferior (a bargain)",싸거나 품질이 좋지 않은 물건.,cheap thing; inferior article,A product which is cheap or of poor quality.,그 양말은 싸구려라서 금방 구멍이 났다.,,C,Advanced,중급,1,명사,1
7294,안녕,hello/goodbye,아무 문제나 걱정이 없이 편안함.,peace; good health,The state of being comfortable with no worry nor problem.,"전쟁이 일어나면 개인의 안녕은 물론, 인류의 평화가 파괴될 것이다.",,A,Beginner,,10,명사,1
7295,안되다,To refuse to accept,일이나 현상 등이 좋게 이루어지지 않다.,fail; not go well; be unlucky,For an affair or phenomenon to not take place properly.,저녁 먹은 것이 체해서 소화가 안된다.,,B,Intermediate,초급,4,동사,1
7298,약국,Pharmacy,약사가 약을 만들거나 파는 곳.,pharmacy,A place where pharmacists prepare or sell medicine. ,친구는 몸이 약해서 병원과 약국에 자주 다녔다.,,A,Beginner,초급,1,명사,1
7303,어찌나,"extremely,quite,awfully",(강조하는 말로) 어떤 강도나 정도가 대단하게.,so,(emphasizing form) With a strong intensity or in a great degree. ,내가 그 배우를 보는 순간 어찌나 매력적인지 눈을 뗄 수가 없었다.,,C,Advanced,중급,3,부사,1
7304,엉터리,"Fake, sham",엉뚱한 말이나 행동. 또는 그런 말이나 행동을 하는 사람.,nonsense; absurdity; sham,"A nonsensical utterance or act, or a person who talks or acts in such a manner. ",승규는 일부러 엉터리로 말해서 사람들을 웃기곤 한다.,,C,Advanced,중급,1,명사,1
7311,연하다,"Tender, soft, mild",딱딱하거나 질기지 않고 부드럽다.,soft; supple,"Tender, neither hard nor tough.",소고기는 가장 살이 연한 안심이 최고다.,,B,Intermediate,중급,4,형용사,1
7321,원숭이,A monkey,"꼬리가 길며 주로 얼굴과 엉덩이에 털이 없고, 나무에 잘 올라가며 사람과 닮은 동물.",monkey,A human-looking animal with a long tail and bare face and buttocks that is good at climbing trees.,원숭이는 호랑이가 나타나자 빠르게 나무로 올라갔다.,,B,Intermediate,중급,1,명사,1
7323,위법,"illegality,a breach of the law",법을 어김.,illegality; lawbreaking,The act of violating the law.,위법으로 가짜 양주를 제조한 일당이 경찰에 붙잡혔다.,,C,Advanced,고급,1,명사,1
7325,육체적,"Corporeal, of the flesh",몸과 관련된 것.,being physical,The state of being related to a body.,육체적인 성장이 끝났다고 해서 정신적으로도 성숙한 인간이라고 할 수는 없다.,,C,Advanced,중급,1,명사,1
7327,음력,The lunar calendar,달이 지구를 한 바퀴 도는 데 걸리는 시간을 기준으로 하여 날짜를 세는 달력.,lunar calendar,A calendar used to count days based on the time that the moon takes to orbit around the earth.,구정은 음력 설날로서 음력 1월 1일을 말한다.,,C,Advanced,중급,1,명사,1
7339,이혼,Divorce,결혼한 부부가 법적으로 부부 관계를 끊음.,divorce,The act by a married couple to end their marriage legally.  ,가정 폭력에 시달려 오던 지수는 결국 이혼을 결심했다.,,B,Intermediate,중급,1,명사,1
7343,일회용,For one time use,한 번만 쓰고 버리는 것.,disposable; throwaway,Something that is discarded after one use. ,알뜰하신 어머니께서는 일회용 종이컵도 씻어서 여러 번 사용하신다.,,B,Intermediate,중급,1,명사,1
7353,잔디밭,"lawn,grass",잔디가 많이 나 있는 풀밭.,lawn; grassplot,A patch of land where there is a lot of grass. ,호주 유학 시절 일요일마다 공원 잔디밭에 누워 책을 읽곤 했습니다.,,C,Advanced,중급,1,명사,1
7355,저기,"“hey,look here,now”",말하는 사람이나 듣는 사람으로부터 멀리 떨어져 있는 곳을 가리키는 말.,that place,A word used to describe a place that is far away from the speaker or the listener.,저기 보이는 분수 옆 벤치에서 나는 청혼을 받았다.,,C,Advanced,초급,10,대명사,1
7358,전문직,Specialty job,전문적인 지식이나 기술이 필요한 직업.,profession,An occupation that requires professional knowledge or skills.,전문직이 되면 비교적 안정적인 소득을 얻을 수 있다.,,C,Advanced,중급,1,명사,1
